Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,genres_list,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability,Release Year,year_distance,year_penalty,recency_bonus,year_adjustment,year_score,year_adjustment_bin,fit_score,ridge_fitness_score,fitness_score_normalized,cosine_similarity,cosine_score_normalized,is_playlist_song,glm_probability,glm_score_normalized,cluster,cluster_score,has_metadata_match,cluster_A,cluster_D,cluster_E,cluster_B,cluster_C,cosine_score_normalized_2,cosine_score_normalized_3,cosine_score_normalized_4,cosine_score_normalized_5,cosine_score_normalized_6,cosine_score_normalized_7,fitness_score_normalized_2,nn_score,base_score
0YWyKtLAlmVjryfY6CSxYE,Kai Tangata,Tū,Alien Weaponry,????,2.068745638846318,0.1513734197116882,"['groove metal', 'metal', 'folk metal', 'thrash metal']",????,0.515,0.926,-6.713,0.102,0.000705,0.0056,0.189,0.142,90.956,"['groove metal', 'metal', 'folk metal', 'thrash metal']",0.15761203691363335,0.4904103949666023,0.7145441272296011,1.3488231897354126,0.5574456788599491,0.2815680759958923,-1.3213345557451248,-0.7912977039813995,0.7297814870253205,0.7341572158038616,-0.9540105722844601,1.19322170317173,-0.8908922299742699,-0.9516201168298721,0.3683587908744812,0.4325117841362953,0.7587552358864013,0.7004001,2018,0,0.0,0.0,0.0,100.0,No adj.,0,0.6117572599598156,96.31507972015932,0.7117141208695563,94.15258678948123,0,,0.0,C,23.0,0,0,0,0,0,1,94.15258678948123,94.15258678948123,94.15258678948123,94.15258678948123,94.15258678948123,94.15258678948123,96.31507972015932,0.00081181864,80.57036259466264
3orHIz1YV1bmUHsi2fze48,Night of the Witch,Titans of Creation,Testament,2020,2.0213602736066036,-0.23004983328325115,"['thrash metal', 'metal', 'speed metal', 'groove metal', 'heavy metal']",Nuclear Blast,0.437,0.995,-4.997,0.142,7.83e-06,0.165,0.316,0.038,118.049,"['thrash metal', 'metal', 'speed metal', 'groove metal', 'heavy metal']",0.21082524582743645,0.32098531238734723,0.7800481092184782,1.6634166955947876,0.47666769167408346,0.3563791058491915,-0.8276549987494946,-0.742899747658521,0.5338069287769031,0.7922127828001976,-1.0212371127679944,0.7815306561067701,-0.41942432150244713,-1.0645564157515763,0.14283786062151194,-0.10662949942052365,0.8020301818010646,0.7439268,2020,2,8.0,0.0,8.0,95.34883720930233,0-5%,0,0.6282998715134409,97.49453523208736,0.7727165331886128,98.01413080295622,0,,0.0,C,23.0,0,0,0,0,0,1,98.01413080295622,98.01413080295622,98.01413080295622,98.01413080295622,98.01413080295622,98.01413080295622,97.49453523208736,0.00016587248,76.52755093674598
224yEQIVV5jtW5sFX1f0GO,Kill the Silence,Downfall of Mankind,Nervosa,????,-0.4990471571241693,-1.056466881438953,"['thrash metal', 'speed metal', 'death metal', 'metal', 'groove metal']",????,0.45,0.993,-4.441,0.119,1.56e-06,0.0172,0.0901,0.108,109.982,"['thrash metal', 'speed metal', 'death metal', 'metal', 'groove metal']",0.3573843687772751,0.42210603356361387,0.7236348111182451,1.7762235164642335,0.28872586637735365,0.17371395230293274,-0.6861195586621761,-0.8320818185806275,0.27118854895234107,0.47438748776912687,-1.1364999532699585,0.7032401703298092,-0.6075525045394897,-1.0842565178871155,-0.05086880326271057,0.05957679152488708,0.7306161551602746,0.6721917,2018,0,0.0,0.0,0.0,100.0,No adj.,0,0.5386422762631474,91.1021258739049,0.6200206745184799,88.34825438078929,0,,0.0,C,23.0,0,0,0,0,0,1,88.34825438078929,88.34825438078929,88.34825438078929,88.34825438078929,88.34825438078929,88.34825438078929,91.1021258739049,0.0007505276,75.78452162333056
0KFBWumneVmEuoIxTbgNrA,Born of Hate,Years of Aggression,Suicidal Angels,2019,0.16321644780152433,-0.9928963392731298,"['thrash metal', 'speed metal', 'groove metal', 'metal']",????,0.535,0.981,-7.099,0.125,0.000259,0.0419,0.251,0.222,109.533,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.6788081928974834,0.67366797,2019,1,4.0,0.0,4.0,97.67441860465117,No adj.,0,0.5995812508616509,95.44695433393703,0.6682965221861303,91.40418780160928,0,,0.0,C,23.0,0,0,0,0,0,1,91.40418780160928,91.40418780160928,91.40418780160928,91.40418780160928,91.40418780160928,91.40418780160928,95.44695433393703,0.00016487634,75.55608912793646
7pqsRGZ99q4Cl6uI9TmlJ2,In Thrash We Trust,In Thrash We Trust,Artillery,2021,0.051983649549534154,-1.882883929594655,"['thrash metal', 'speed metal', 'groove metal', 'metal']",Metal Blade Records,0.505,0.971,-5.516,0.0636,1.23e-06,0.539,0.0636,0.209,102.015,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.6315131295167059,0.69049513,2021,3,12.0,0.0,12.0,93.02325581395348,5-10%,0,0.6634406038239969,100.0,0.8040881325144384,100.0,0,,0.0,C,23.0,0,0,0,0,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.4159723e-05,74.80000062302781
1PvRLb0mSiLW9ZnhYVCTXd,The Morning After (2017 Remaster),The Morning After + Alien E.P.,Tankard,2017,0.29245678875526954,-1.4378901344338924,"['thrash metal', 'speed metal', 'groove metal', 'metal']",????,0.365,0.999,-7.431,0.0907,9.28e-06,0.128,0.226,0.0761,127.358,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.7398027359743561,0.7294397,2017,1,4.0,0.0,4.0,97.67441860465117,No adj.,0,0.5458044961022426,91.61277799430783,0.6365918464313616,89.39723436803583,0,,0.0,C,23.0,0,0,0,0,0,1,89.39723436803583,89.39723436803583,89.39723436803583,89.39723436803583,89.39723436803583,89.39723436803583,91.61277799430783,0.00012285434,73.47987961163103
1KeXxoAqApT6LiH9GQw0tR,Phantom Force,Phantom Force,Havok,2020,-0.9077286837125819,-1.8193133874288319,"['thrash metal', 'speed metal', 'groove metal', 'metal']",Century Media,0.308,0.984,-5.367,0.122,1.58e-05,0.49,0.255,0.158,113.723,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.7345605389800675,0.71760213,2020,2,8.0,0.0,8.0,95.34883720930233,0-5%,0,0.49312998333703895,87.85718933059239,0.6807797760906983,92.19439645978088,0,,0.0,C,23.0,0,0,0,0,0,1,92.19439645978088,92.19439645978088,92.19439645978088,92.19439645978088,92.19439645978088,92.19439645978088,87.85718933059239,9.334007e-05,71.09846468547885
7y2XV9uAnhqMAUAYhHklRP,Blood On Your Hands,No Absolution,Lost Society,2020,-0.15179825897116936,-0.8021847127756602,"['thrash metal', 'groove metal', 'metal']",Nuclear Blast,0.491,0.939,-6.469,0.0832,7e-06,0.0873,0.0917,0.299,94.654,"['thrash metal', 'groove metal', 'metal']",0.15095957120259604,0.46079952518145245,0.8917421431591114,1.5198176701863606,0.4037710477908452,0.3699130316575368,-1.0540592869122822,-0.6827058792114258,0.8993935249745846,0.48339563111464184,-1.2408836483955383,1.0731344819068909,-0.7528039515018463,-0.9534660379091898,0.20975255966186523,0.251038779815038,0.7142433491131716,0.7163084,2020,2,8.0,0.0,8.0,95.34883720930233,0-5%,0,0.4955901102772773,88.03259151967849,0.6426299899342562,89.77945789018369,0,,0.0,C,23.0,0,0,0,0,0,1,89.77945789018369,89.77945789018369,89.77945789018369,89.77945789018369,89.77945789018369,89.77945789018369,88.03259151967849,0.00048584747,69.8057791538918
7KmMhTk07elK9dxu49Owi2,Humanicide,Humanicide,Death Angel,2019,1.3343690698138257,-0.484332001946544,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'heavy metal']",Nuclear Blast,0.424,0.989,-4.662,0.164,9.7e-06,0.576,0.105,0.185,179.997,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'heavy metal']",0.21082524582743645,0.32098531238734723,0.7800481092184782,1.6634166955947876,0.47666769167408346,0.3563791058491915,-0.8276549987494946,-0.742899747658521,0.5338069287769031,0.7922127828001976,-1.0212371127679944,0.7815306561067701,-0.41942432150244713,-1.0645564157515763,0.14283786062151194,-0.10662949942052365,0.6915095636372511,0.7120981,2019,1,4.0,0.0,4.0,97.67441860465117,No adj.,0,0.5836592668038637,94.31174833596555,0.5049161126309434,81.06196331485995,0,,0.0,C,23.0,0,0,0,0,0,1,81.06196331485995,81.06196331485995,81.06196331485995,81.06196331485995,81.06196331485995,81.06196331485995,94.31174833596555,0.0020390349,69.32660834366531
1hUZ1kwAI0F0R3VvnbxsJ3,New World Beyond,Primal Future: 2019,Toxic Holocaust,2019,0.11817689272219224,-1.1836079657705996,"['thrash metal', 'speed metal', 'groove metal', 'metal']",????,0.562,0.963,-5.333,0.0378,0.00334,0.00152,0.14,0.316,95.02,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.6327016986019065,0.6753307,2019,1,4.0,0.0,4.0,97.67441860465117,No adj.,0,0.5279782934483124,90.3418049735869,0.507968755028529,81.25520014808588,0,,0.0,C,23.0,0,0,0,0,0,1,81.25520014808588,81.25520014808588,81.25520014808588,81.25520014808588,81.25520014808588,81.25520014808588,90.3418049735869,0.0006338354,68.4850589030561
2CXrH4eUWhusFmDk3PWpKX,Remain Violent,Woe to the Vanquished,Warbringer,2017,-0.5709807357481148,-0.2936203754490744,"['thrash metal', 'speed metal', 'groove metal', 'metal']",????,0.475,0.969,-4.283,0.0919,0.000251,0.374,0.0878,0.297,163.083,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.6714395569896282,0.7113348,2017,1,4.0,0.0,4.0,97.67441860465117,No adj.,0,0.5152486643107483,89.43420757263063,0.5121019227460234,81.51683585148565,0,,0.0,C,23.0,0,0,0,0,0,1,81.51683585148565,81.51683585148565,81.51683585148565,81.51683585148565,81.51683585148565,81.51683585148565,89.43420757263063,0.0006809679,68.41793995434435
79LfJ1f6u9HJcNFnIu4UN3,Hallowed Sound,Mourn the Southern Skies,Exhorder,2019,0.8565551379106296,-0.9928963392731298,"['groove metal', 'thrash metal', 'speed metal', 'metal']",Nuclear Blast,0.492,0.985,-4.858,0.0859,1.6e-05,0.00174,0.249,0.342,97.012,"['groove metal', 'thrash metal', 'speed metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.6902588486920005,0.71252525,2019,1,4.0,0.0,4.0,97.67441860465117,No adj.,0,0.44612195849707564,84.50561005771789,0.48916793441133066,80.06508006032536,0,,0.0,C,23.0,0,0,0,0,0,1,80.06508006032536,80.06508006032536,80.06508006032536,80.06508006032536,80.06508006032536,80.06508006032536,84.50561005771789,0.0012514085,66.39889259620958
46pYNjo4mtvlVg9E8WMZTj,Egyptron,BATS,"Gama Bomb,The Egyptian Lover",2023,0.7526081500391197,-1.6921723030971854,"['thrash metal', 'speed metal', 'groove metal', 'metal']",????,0.493,0.961,-4.198,0.0827,0.000816,0.708,0.262,0.299,106.017,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.6415911634292352,0.6785434,2023,5,20.0,1.6666666666666665,18.333333333333332,88.37209302325581,5-10%,0,0.6280676448908136,97.477977932825,0.6991649934231391,93.35820823750537,0,,0.0,C,23.0,0,0,0,0,0,1,93.35820823750537,93.35820823750537,93.35820823750537,93.35820823750537,93.35820823750537,93.35820823750537,97.477977932825,6.674885e-05,65.64727858990737
2bdvS1A5vGy90aOpjCHFux,Poison for the Lost,Poison for the Lost,Sylosis,2023,0.18592940970733945,-1.1836079657705996,"['melodic death metal', 'metal', 'metalcore', 'thrash metal', 'groove metal', 'melodic metal', 'death metal']",Nuclear Blast,0.497,0.944,-5.921,0.097,7.08e-05,0.0141,0.0935,0.129,101.067,"['melodic death metal', 'metal', 'metalcore', 'thrash metal', 'groove metal', 'melodic metal', 'death metal']",0.31038723247391836,-0.014426559209823608,0.24127585467483317,1.7578974536487035,0.7410443659339633,-0.0282043633716447,-1.046654428754534,-0.7937739832060677,0.2554771266877651,0.5248998297112328,-0.9932510065180915,0.6796329173126391,-0.8013256660529545,-0.8973837409700666,0.2957373176302229,0.1791387583528246,0.8487741304841202,0.748009,2023,5,20.0,1.6666666666666665,18.333333333333332,88.37209302325581,5-10%,0,0.5884743027955984,94.65505088660416,0.7172113077371216,94.50056694686214,0,,0.0,B,34.5,0,0,0,0,1,0,94.50056694686214,94.50056694686214,94.50056694686214,94.50056694686214,94.50056694686214,94.50056694686214,94.65505088660416,0.19976589,65.63884113415752
7H5NXIEFkEjjgMQV9JDtgN,Born to Perish,Born to Perish,Destruction,2019,1.0292619612479215,-1.2471785079364228,"['thrash metal', 'speed metal', 'groove metal', 'metal', 'heavy metal']",Nuclear Blast,0.479,0.994,-4.416,0.113,2.51e-05,0.0763,0.336,0.36,105.972,"['thrash metal', 'speed metal', 'groove metal', 'metal', 'heavy metal']",0.21082524582743645,0.32098531238734723,0.7800481092184782,1.6634166955947876,0.47666769167408346,0.3563791058491915,-0.8276549987494946,-0.742899747658521,0.5338069287769031,0.7922127828001976,-1.0212371127679944,0.7815306561067701,-0.41942432150244713,-1.0645564157515763,0.14283786062151194,-0.10662949942052365,0.783753355453624,0.72060686,2019,1,4.0,0.0,4.0,97.67441860465117,No adj.,0,0.43794292125629675,83.92246086603012,0.47213728108999276,78.98701421213208,0,,0.0,C,23.0,0,0,0,0,0,1,78.98701421213208,78.98701421213208,78.98701421213208,78.98701421213208,78.98701421213208,78.98701421213208,83.92246086603012,0.008556041,65.63832148401696
0WSImTNa6ISr9GrONB9t5D,Fear Campaign,Fear Campaign,Havok,2020,-0.11252663710971741,-1.7557428452630086,"['thrash metal', 'speed metal', 'groove metal', 'metal']",Century Media,0.446,0.987,-4.291,0.13,8.68e-06,0.779,0.0728,0.351,152.042,"['thrash metal', 'speed metal', 'groove metal', 'metal']",0.14695337042212486,0.45330944657325745,0.9784907051362097,1.640426516532898,0.3213419262319803,0.42490845173597336,-0.7769612548872828,-0.7988514006137848,0.6207264112308621,0.67963532730937,-1.1100034415721893,0.7935394896194339,-0.49723467230796814,-1.0621315389871597,0.06513728946447372,-0.21163583546876907,0.6308792219790267,0.68533206,2020,2,8.0,0.0,8.0,95.34883720930233,0-5%,0,0.5426888796986573,91.39064070187672,0.4973421598178822,80.58252076444656,0,,0.0,C,23.0,0,0,0,0,0,1,80.58252076444656,80.58252076444656,80.58252076444656,80.58252076444656,80.58252076444656,80.58252076444656,91.39064070187672,0.0005324659,65.50142331683885
