Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,Release Year,fit_score,is_playlist_song,cluster,has_metadata_match,cluster_A,cluster_D,cluster_E,cluster_B,cluster_C,cosine_score_normalized,cosine_score_normalized_2,cosine_score_normalized_3,cosine_score_normalized_4,cosine_score_normalized_5,cosine_score_normalized_6,cosine_score_normalized_7,fitness_score_normalized,fitness_score_normalized_2,glm_score_normalized,cluster_score
6PXYOVPBzO3xojFhQAvmde,Suffocate (feat. Poppy),You Won't Go Before You're Supposed To,"Knocked Loose,Poppy",2024,-1.1161056203709745,1.1685020943648599,"hardcore,metalcore,deathcore,hardcore punk,metal",Pure Noise Records,0.244,0.985,-2.781,0.38,3.46e-05,0.0139,0.51,0.124,169.561,0.7142923176288605,-0.14018495604395867,0.038361782766878606,2.0959214210510253,0.35965586490929125,-0.2777692824602127,-0.5128074678592384,-1.333019882440567,0.08508921861648559,0.19096996784210205,-0.681494927406311,-0.08153358809649944,-0.13923482373356819,-1.051491117477417,0.4258875548839569,0.5601843237876892,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
75roxXAbp0Bi2clZghkjAy,Crown of Horns,Crown of Horns,Judas Priest,2024,1.3823891836851725,0.08780287754586497,"heavy metal,metal,hard rock,glam metal",Columbia,0.54,0.909,-5.748,0.0364,0.000588,1.07e-05,0.599,0.495,120.035,0.4614706877619028,0.34046459337696433,0.5319217285141349,1.470609337091446,0.49989013362210244,0.43089996179332957,-0.9978560693562031,-0.7416390205034986,0.8976816299473285,0.466793866828084,-1.0584723374340683,0.9356868036556989,-0.3927671341225505,-1.044747541192919,0.10792359267361462,0.18702122278045863,2024,1,1,C,1,0,0,0,0,1,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
3HgNP8qTCHld77Sp6s6WJd,The Shit Ov God,The Shit Ov God,Behemoth,2025,1.2583786195007494,0.27851450404333467,"black metal,death metal,metal",Nuclear Blast,0.255,0.937,-4.048,0.0834,4.09e-05,0.00514,0.332,0.254,107.311,0.9841053088506063,-0.0837189977367719,0.09660245974858601,2.120435277620951,0.09797764476388693,-0.3961449960867564,-0.40563390652338666,-0.8417558968067169,-0.14222896099090576,-0.23769656320412955,-1.3661925395329793,0.4128469030062358,-1.2995506525039673,-0.9869641661643982,0.01315633455912272,1.224930763244629,2025,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
4AFqxUgTjluFRfjPLuoZ0a,Nu Delhi,Nu Delhi,Bloodywood,2024,0.31133366110469546,0.9142199257015668,"folk metal,metal",Fearless Records,0.529,0.95,-4.737,0.147,0.000591,0.000317,0.107,0.26,100.042,0.40377356857061386,0.06073983013629913,0.774754136800766,1.2862582802772522,0.5848691463470459,0.17545016761869192,-1.35646590590477,-0.7844571322202682,0.9824332073330879,0.6548800393939018,-0.7608075365424156,1.048099845647812,-1.28132164478302,-0.8131686151027679,0.8953059315681458,1.0383666455745697,2024,1,1,B,1,0,0,0,1,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
6WNd1QQFviipmakDqWQbrp,In Desolation,In Desolation,Born Of Osiris,2024,-0.32810659084881216,0.024232335380041745,"djent,deathcore,metalcore,metal,progressive metal",Sumerian Records,0.355,0.944,-4.699,0.048,0.000848,3.47e-06,0.138,0.146,106.769,0.5528336107730866,-0.3792019963264465,0.41314556300640104,1.8205041885375977,0.6484066665172576,-0.24225564755615778,-0.705404095351696,-0.8053254544734955,0.2706099733710289,0.658406338095665,-0.6718527972698212,0.1888118613511324,-0.19525138214230536,-1.443911898136139,0.7589466169476509,0.21019389033317565,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
1eeNl33TLVUVBZmqKT3Yed,Paper Tiger,Paper Tiger,Arch Enemy,2025,-0.1218822799846522,0.5327966727066276,"melodic death metal,metal,death metal,melodic metal,heavy metal",Century Media,0.4,0.983,-4.893,0.176,1.31e-05,0.684,0.328,0.366,165.131,0.2447729729115963,-0.24634991772472858,0.1226681761443615,1.7536921620368957,0.7846898554824293,-0.10910590519197286,-0.9787869244813919,-0.7461565156467259,0.27930388056556693,0.7522897705435753,-0.9793486939743161,0.5661336759105324,-1.1180613540112971,-0.7052433211356401,0.3440723503008485,0.5875774595886469,2025,1,1,B,1,0,0,0,1,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
7GDqw5IBzAiu9zV7paGLnT,I Believe,I Believe,Killswitch Engage,2025,-0.14692725316755287,0.7235082992040972,"metalcore,metal",Metal Blade Records,0.55,0.973,-2.583,0.0593,0.000302,0.0066,0.324,0.471,130.029,1.1111176013946533,-0.6877364069223404,0.5598788931965828,2.1030496954917908,0.7265281677246094,-0.005322068929672241,-0.740220695734024,-0.6001464873552322,0.6838054955005646,-0.32408905774354935,-0.9279909431934357,0.2631432833150029,-0.1918582022190094,-1.1649185717105865,1.0335253477096558,0.037984251976013184,2025,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
43koxanshMLCldZrTNsi1Y,Muuntautuja,Muuntautuja,Oranssi Pazuzu,2024,0.3402975171437635,-1.882883929594655,"black metal,avant-garde,sludge metal",Nuclear Blast,0.289,0.504,-10.051,0.0371,0.000168,0.885,0.126,0.0384,139.929,0.5203480919202169,-1.4130066856741905,-0.09448600808779399,1.9392768541971843,0.7864225869998336,0.15503999342521033,-0.6203715006510416,-1.1684221227963765,-0.6451476116975149,0.3215650220712026,-0.7922037094831467,0.6772162467241287,-0.5751075347264608,-0.6236886183420817,-0.19849016269048056,0.5607981731494268,2024,1,1,D,1,0,1,0,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
4NplbKZO0lLEZ3obzxWBpt,Magnolia,Magnolia,Deafheaven,2025,0.1231030940589942,0.34208504620915786,"black metal,shoegaze,post-rock",Roadrunner Records,0.153,0.924,-4.085,0.0842,3.44e-06,0.955,0.0543,0.111,179.214,0.08966365953286488,-0.7231027111411095,-0.2211869526654482,1.7165682713190715,-0.16100922071685395,0.04577593505382538,-0.8649724324544271,-0.6009978655104836,-0.8313381771246592,0.05367560933033625,-1.5804183681805928,0.45405571162700653,-0.7896149853865305,-0.5382526516914368,0.3260243237018585,0.533413807551066,2025,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
3t5GlWUzGSt2lPuiSEPBFG,Soft Spine,Soft Spine,Spiritbox,2024,-0.8498561671676312,0.9777904678673901,"metalcore,djent,metal",Rise Records,0.433,0.997,-3.692,0.174,2.43e-05,0.0785,0.589,0.109,102.0,0.8249970575173696,-0.49386052290598553,0.16759537160396576,2.112483541170756,0.8435576359430949,-0.0036458846201033643,-0.9509133696556091,-0.31318087379137677,0.5726931691169739,0.16143853962421417,-0.7044953405857086,0.8416370035459598,-0.08527997136116028,-1.2532679835955303,0.7063830221692721,0.174697607755661,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
0TIMMQIErqtwCoYUNBrKeh,Yellow Dawn,The Healer,Sumac,2024,7.231639220830797,-1.374319592268069,"sludge metal,noise rock,doom metal",Thrill Jockey,0.257,0.779,-6.207,0.05,0.000382,0.81,0.128,0.112,156.505,-0.10236332255105178,-1.046964555978775,-0.6365216076374054,2.547579050064087,0.4075306902329127,0.7829541365305582,-1.2604111631711323,-0.8930378953615824,0.681131492058436,0.49718859791755676,-0.2968024294823408,0.026388173302014668,0.38027312358220416,-0.09380334615707397,0.2722130483016372,0.6463531702756882,2024,1,1,D,1,0,1,0,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
35ID1xiBF9LkSqzECxF9cc,Suffer in Silence,Suffer in Silence,Gemini Syndrome,2025,-0.09767903868282976,-0.16647929111742793,[],Gemini Syndrome,0.456,0.988,-4.285,0.102,2.44e-06,0.000234,0.156,0.202,100.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,1,1,A,1,1,0,0,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
3oElmGvpqVbknoVioijD4v,Spider Lilly,Spider Lilly,King Diamond,2024,0.39553444697910856,-0.23004983328325115,"heavy metal,metal,speed metal",Metal Blade Records,0.556,0.954,-5.32,0.0518,2.42e-05,0.392,0.287,0.364,114.988,0.4104084062079589,-0.07841178588569164,0.8638574369251728,1.831435759862264,0.4410980118749042,0.3355078534999241,-0.5219561941921711,-0.706074062269181,0.5715917034831364,0.778065043191115,-0.9372527825956544,0.41032205304751795,-0.36539865906039876,-1.0475462805479765,0.34378866758197546,-0.062153780832886696,2024,1,1,C,1,0,0,0,0,1,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
3KsjjnHF7vwp4RLz4eAy98,Creepshow,Creepshow,Avantasia,2024,-0.8012565001978372,0.024232335380041745,"power metal,symphonic metal,melodic metal,metal",Napalm Records Handels GmbH,0.573,0.917,-5.391,0.0798,0.0025,0.000317,0.0985,0.299,126.05,0.038867462426424026,-0.2581258788704872,0.13467758148908615,1.6488651186227798,0.9191049039363861,0.13475145772099495,-1.1878848522901535,-0.5205487981438637,0.6343335695564747,0.9604462645947933,-0.9120182357728481,0.995323745533824,-1.1776665076613426,-0.6068238914012909,0.606990173459053,0.604980081319809,2024,1,1,B,1,0,0,0,1,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
4f1vdEOLraUCsdJzlqxIbR,Duél,Duél,Jinjer,2025,0.5853656844871881,0.1513734197116882,"metal,djent,groove metal,progressive metal,metalcore",Napalm Records Handels GmbH,0.496,0.978,-3.479,0.0728,1.17e-05,0.15,0.418,0.252,95.013,0.7020513713359833,-0.19038753509521483,0.589857092499733,1.808129906654358,0.9134517431259155,0.1335980369884055,-0.7658622667193413,-0.6282640159130096,0.544404898583889,0.4539500683546066,-0.6842865645885468,0.5793760646134615,-0.4343887746334076,-1.4263116002082825,0.2906217768788338,0.04333646297454834,2025,1,1,C,1,0,0,0,0,1,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
2NVntSbt0SCX7FZI6dmdQv,Malignant Perfection,Malignant Perfection,Cradle Of Filth,2024,2.205906538812176,-0.03933820678578148,"black metal,gothic metal,metal,symphonic metal,death metal",Napalm Records Handels GmbH,0.506,0.955,-6.703,0.0575,0.000127,0.0136,0.1,0.138,134.997,0.37467179596424105,0.07857276648283004,0.3606284499168396,1.5870561599731445,0.20639492589980363,-0.2761811763048172,-0.9639086842536926,-1.0881104648113251,0.017710587382316588,0.4505270510911942,-0.835671927779913,0.5656949937343597,-1.2441283464431763,-0.9408522605895996,0.1509115517139435,0.9395005762577057,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
6SShrkXpvyKEMslHdCbqJI,Behelit,Behelit,Slaughter to Prevail,2024,0.041289514994852054,0.8506493835357437,"deathcore,metal,death metal,metalcore",Sumerian Records,0.416,0.979,-1.44,0.171,0.00032,0.000739,0.183,0.23,139.984,0.794086828827858,-0.3414154201745987,0.31919605657458305,1.9297760725021362,0.29899562895298004,-0.2671080268919468,-0.6503764539957047,-1.045531488955021,-0.03901533782482147,0.22315820679068565,-0.9484525918960571,-0.09265376767143607,-0.3714228058233857,-1.15112666785717,0.6258103996515274,0.5450388342142105,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
6FCnWu5zcWDoeScwYayLv6,The Stargate [Tablet I],The Stargate,Blood Incantation,2024,3.5118328539800645,-1.310749050102246,"death metal,progressive metal",Century Media,0.264,0.866,-7.026,0.0604,0.00184,0.854,0.504,0.201,148.244,0.8666407465934753,0.0851726084947586,0.4071688652038574,1.9454442262649536,0.6424787491559982,-0.9023403525352478,-0.09936074540019035,-1.017629325389862,-0.5476415492594242,0.28684869408607483,-0.8964607417583466,6.785988807678223e-05,-0.8580449223518372,-1.7652994394302368,0.10480338335037231,0.3557721972465515,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
15qtJGXETtDOflM2Rvod4U,Laid to Rest - HEALTH Remix,Laid to Rest (HEALTH Remix),"Lamb of God,HEALTH",2024,-1.2001546185291276,-0.16647929111742793,"groove metal,metal,heavy metal,nu metal,death metal,noise rock,witch house,industrial",Epic/Legacy,0.554,0.965,-6.092,0.082,0.000791,8.99e-05,0.0676,0.186,142.015,0.6890570723917335,-0.12850339082069695,0.38921071914955974,1.6738151758909225,0.6440190057619475,0.20280289949732833,-1.076138572767377,-0.6930884125758894,0.3731234926781326,0.4235220281407237,-0.7764601925155148,0.7172210301505402,-0.6113138827495277,-0.9509305928368121,0.19256921880878508,0.6549900195095688,2024,1,1,B,1,0,0,0,1,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
5qZMqZspIglsy4SJxtJt0S,Meet Your Maker,Foregone,In Flames,2023,-0.11423769863846656,0.7235082992040972,"melodic death metal,metal,melodic metal,death metal,metalcore",Nuclear Blast,0.489,0.968,-4.41,0.108,4.66e-05,0.00221,0.0904,0.184,95.065,0.4699619233608246,-0.38822956681251525,0.07605254948139191,1.8965011954307556,0.8254532277584076,-0.19456050246953965,-0.9508349180221558,-0.7920282661914826,0.16681607067584991,0.40948600471019747,-0.9316659659147263,0.41614865995943545,-0.9216708064079284,-0.8203085899353028,0.47746758460998534,0.3201314926147461,2023,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
7BlvPctRnjjJUjBnrySJ7b,A Visceral Retch,A Visceral Retch,Whitechapel,2024,0.0010657701859510032,0.4692261305408043,"deathcore,death metal,metal,metalcore,djent",Metal Blade Records,0.314,0.866,-4.584,0.0804,7.4e-06,0.754,0.233,0.195,105.832,0.6858206570148468,-0.2943540871143341,0.13196251094341277,1.9700911045074463,0.4547198176383972,-0.21374512471375057,-0.7947609066963196,-0.7842751204967499,0.038881433010101316,0.4050253123044968,-0.8102629005908966,0.32560187466442586,-0.271562946587801,-1.2068946957588196,0.5110679939389229,0.5256559312343597,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
590KnlRlGg91QKOUCEgBDh,Aftermath - Live,Aftermath (Live),Rolo Tomassi,2024,0.19408454973549058,-2.264307182589594,"math rock,post-hardcore,progressive metal",MNRK Music,0.412,0.799,-5.326,0.0477,0.000241,0.0924,0.301,0.193,159.991,-0.5484139919281006,-0.12744143170615038,0.20168185979127884,2.047999143600464,0.45106224219004315,0.11205141618847847,-0.8627452527483305,-0.404313991467158,-0.4265628084540367,0.7108963280916214,-0.924920509258906,-0.07132753729820251,-0.40660016735394794,-1.2973961929480236,0.7123037315905094,0.3720118006070455,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
4Aw6jQX2IEsVBEUbuFEygx,Forever Aligned,Forever Aligned,Killswitch Engage,2024,0.005522809490676574,0.27851450404333467,"metalcore,metal",Metal Blade Records,0.48,0.992,-2.617,0.0683,0.000101,0.00123,0.0822,0.246,115.002,1.1111176013946533,-0.6877364069223404,0.5598788931965828,2.1030496954917908,0.7265281677246094,-0.005322068929672241,-0.740220695734024,-0.6001464873552322,0.6838054955005646,-0.32408905774354935,-0.9279909431934357,0.2631432833150029,-0.1918582022190094,-1.1649185717105865,1.0335253477096558,0.037984251976013184,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
5z2tpy6GLge3PpEWvYF1E7,1066,1066,Bloodbound,2023,0.36476293722821684,-0.6114730862781905,"power metal,melodic metal,symphonic metal,metal,heavy metal,speed metal,folk metal",AFM Records,0.367,0.922,-6.368,0.177,0.00107,0.0,0.329,0.109,89.979,0.13346954275454795,-0.03296178925250258,0.278096360287496,1.5984186700412206,0.8381306432586696,0.17538506773832654,-1.1215424149164133,-0.6950927816464433,0.3898762457663127,1.1198720069868224,-0.7321427008137107,0.8890040262735316,-0.8363618355776582,-0.8336802691753421,0.47958140035292934,0.3015124694045101,2023,1,1,B,1,0,0,0,1,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
65qBr6ToDUjTD1RiE1H4Gl,Seeing Red,"The Sky, The Earth & All Between",Architects,2025,-0.3450240217701544,0.9777904678673901,"metalcore,djent,metal,post-hardcore,deathcore",Epitaph,0.396,0.95,-3.1,0.145,6.96e-05,0.00348,0.0471,0.178,163.946,0.26949313282966614,-0.4028527081012726,0.17726864963769912,1.9507537841796876,0.3094072282314301,-0.05749564401921816,-0.9266887903213501,-0.5647800743579865,0.17404745817184447,0.6751691073179245,-0.9252009212970733,0.4056605625897646,-0.16188666895031928,-1.0507369697093965,0.9042347982525826,0.48710631728172304,2025,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
1QCj1poCyvcNUkMV5hu4Ad,Divine,Divine,All That Remains,2024,-0.3574292178535856,-0.16647929111742793,"metalcore,metal",All That Remains Records,0.585,0.991,-3.884,0.132,0.00318,6.63e-06,0.349,0.283,108.009,1.1111176013946533,-0.6877364069223404,0.5598788931965828,2.1030496954917908,0.7265281677246094,-0.005322068929672241,-0.740220695734024,-0.6001464873552322,0.6838054955005646,-0.32408905774354935,-0.9279909431934357,0.2631432833150029,-0.1918582022190094,-1.1649185717105865,1.0335253477096558,0.037984251976013184,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
1wh7mYzBfvWKX6UQbRRQIC,§1 - Radio Edit,§1 (Radio Edit),Opeth,2024,0.5601551247047311,-0.4207614597807208,"progressive metal,progressive rock,metal,death metal,melodic death metal","Moderbolaget, Ltd Under exclusive license from Moderbolaget, Ltd to Reigning Phoenix Music GmbH All Rights Reserved",0.512,0.966,-7.914,0.0533,4.36e-05,0.831,0.0519,0.119,119.995,0.2957540571689606,0.07444012463092804,0.43382521271705626,1.7115026831626892,0.6156493961811066,-0.09793091118335724,-0.3989675685763359,-0.9869184195995331,0.24872533828020096,0.27713070809841156,-0.8615206688642502,0.5112321138381958,-0.8671252191066742,-1.1852343082427979,0.3436422929167747,0.8024044513702393,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
1iv0Expr4TzDnx62w60oqN,HOUSE ON SAND (feat. Eric V. of I Prevail),HOUSE ON SAND (feat. Eric V. of I Prevail),"NOTHING MORE,Eric Vanlerberghe,I Prevail",2024,0.24261522228880278,0.27851450404333467,"metalcore,metal",Better Noise Music,0.521,0.979,-3.121,0.177,0.000318,1.09e-05,0.326,0.32,110.004,1.1111176013946533,-0.6877364069223404,0.5598788931965828,2.1030496954917908,0.7265281677246094,-0.005322068929672241,-0.740220695734024,-0.6001464873552322,0.6838054955005646,-0.32408905774354935,-0.9279909431934357,0.2631432833150029,-0.1918582022190094,-1.1649185717105865,1.0335253477096558,0.037984251976013184,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
29icHp3xGk5PGfzPSKsXrg,Lost in the Dark,Lost in the Dark,"Left to Suffer,Paleface Swiss",2024,-0.6524217449632551,0.024232335380041745,"deathcore,metalcore,metal",Dark Match Music,0.358,0.973,-4.021,0.173,4.3e-05,0.746,0.415,0.177,88.994,0.6590796510378519,-0.5543180207411448,0.5241909970839819,1.79989759127299,0.34590696295102435,-0.07912268737951915,-0.7595843474070231,-1.0723741551240284,0.3236338496208191,0.4130788991848628,-0.8504414558410645,-0.23755265461901823,-0.1456224632759889,-1.1439167459805806,1.0060449242591858,0.3452426791191101,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
1iF43TRxhGRq1ZUCnHrjXr,Small Town Syndrome,Make Them Suffer,Make Them Suffer,2024,-0.2304242959938514,0.34208504620915786,"deathcore,metalcore,djent,metal",SHARPTONE,0.383,0.954,-4.095,0.076,1.93e-05,0.00203,0.216,0.212,92.81,0.5574987307190895,-0.44226570427417755,0.2389003299176693,1.882761001586914,0.5288343653082848,-0.05941539453488076,-0.9127629399299622,-0.7390930280089378,0.33034251630306244,0.5929326079785824,-0.702207125723362,0.3214916200377047,-0.07724772486835718,-1.2154292613267899,0.7675582859665155,0.37096308916807175,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
7qD4fAVNgkhhQ7TAfwcLCa,NAIL5,NAIL5,Wage War,2024,-1.268900655111613,0.024232335380041745,"metalcore,metal,deathcore,djent",Fearless Records,0.479,0.977,-4.293,0.267,0.00065,0.00236,0.861,0.635,171.873,0.5574987307190895,-0.44226570427417755,0.2389003299176693,1.882761001586914,0.5288343653082848,-0.05941539453488076,-0.9127629399299622,-0.7390930280089378,0.33034251630306244,0.5929326079785824,-0.702207125723362,0.3214916200377047,-0.07724772486835718,-1.2154292613267899,0.7675582859665155,0.37096308916807175,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
13ke0vDc5JPVf9Hzcik9V8,The Sirens Sound,The Head & The Habit,Greenleaf,2024,0.373221652688888,-1.5014606765997156,"stoner rock,sludge metal,space rock,doom metal",Magnetic Eye Records,0.466,0.964,-5.181,0.0573,0.00128,0.302,0.129,0.518,146.013,-0.5049403123557568,-1.2385032996535301,-0.4109693355858326,2.3214420080184937,0.7013931125402451,0.9537039995193481,-1.1940716356039047,-0.4381827116012573,0.4505753368139267,0.7187569886445999,-0.6028037685900927,-0.0860922522842884,0.7637411653995514,-0.17622993886470795,0.4205697998404503,0.5293629355728626,2024,1,1,D,1,0,1,0,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
3RgaZ9OAFzH3w58KKfIHoa,Tokyo Love,Neon Inferno,One Morning Left,2024,-0.4491641940078135,-0.9928963392731298,"metalcore,post-hardcore",Arising Empire,0.458,0.976,-2.378,0.0989,1.04e-05,0.000276,0.37,0.563,95.008,0.35486412048339844,-0.5814550966024399,-0.1580292396247387,2.3460737466812134,0.36674314737319946,-0.1974139530211687,-0.9365310668945312,-0.30799007415771484,-0.4137214124202728,0.2663094401359558,-1.1224671304225922,0.3629532875493169,0.1866636872291565,-1.0207750350236893,1.2857785820960999,-0.03607738018035889,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
3dWabzNLo8b802VG7cCV5M,Mammoth's Hand,Mammoth's Hand,The Black Dahlia Murder,2024,-0.1649623936359006,-0.9928963392731298,"melodic death metal,death metal,deathcore,metal",Metal Blade Records,0.427,0.995,-3.037,0.0769,3.29e-05,0.622,0.114,0.27,140.024,0.34103915840387344,-0.007773302495479584,0.48817067593336105,1.4937894493341446,0.1881456822156906,-0.2298675999045372,-0.9492387026548386,-1.1693504080176353,0.11274714395403862,0.7151923142373562,-0.835508193820715,0.1931903138756752,-0.9106992715969682,-0.9580291509628296,0.46549052000045776,1.0014221519231796,2024,1,1,E,1,0,0,1,0,0,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,48.978235879299504,73.02028965800909,73.02028965800909,0.0,27.401477832512317
